Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
Mean Avg Losing Trade [%],SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Median Avg Losing Trade [%],SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Most Profit Factor,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Least Profit Factor,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Mean Profit Factor,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Median Profit Factor,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Most Expectancy,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Least Expectancy,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Mean Expectancy,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Median Expectancy,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Most Sharpe Ratio,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Least Sharpe Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Mean Sharpe Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Median Sharpe Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Most Calmar Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Least Calmar Ratio,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Mean Calmar Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Median Calmar Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Most Omega Ratio,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Least Omega Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Mean Omega Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Median Omega Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Most Sortino Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Least Sortino Ratio,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Mean Sortino Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Median Sortino Ratio,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Most Max Drawdown Duration,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Least Max Drawdown Duration,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Most Avg Winning Trade Duration,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Least Avg Winning Trade Duration,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
Most Avg Losing Trade Duration,SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7434963985520912,0,0,1666,1667 days 00:00:00,1000.0,-354.42053187922465,-135.44205318792245,-74.45508630117159,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,291.26162225583795,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6977574308649237,-0.4620466758082434,0.827077658486498,-21.945130440561986,694.6202264878664,0.7751448752792064,1.0656753407682775,-0.12446478207143101,None,None,-0.005188790188143341,-1.307575127412122,-0.9985619101801926,-0.6281710704178964,2.2553208892162377,-0.819110821254816,2 days 00:00:00,false
Least Avg Losing Trade Duration,SUSHI-USD,false,2,3,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7870594158364411,0,0,1666,1667 days 00:00:00,1000.0,-134.5515774817518,-113.45515774817518,-74.45508630117159,100.0,2.9950069910107127,573.7433329388956,1666 days 00:00:00,1,1,110.57404187794582,-165.21709659472776,-165.21709659472776,NaN,-165.21709659472776,NaT,1 days 00:00:00,-1245.1256193596976,-0.6579242378644296,-0.5355701259868901,0.8894414594171803,-5.273092397608964,87.0707842621748,0.833592809639823,1.0656753407682775,-0.1244647820714311,None,None,-0.0030848654033235564,-0.7773860816375362,-0.9999458339017436,-0.7734997986992125,1.4220243612105563,-0.5238066784215104,1 days 00:00:00,false
