Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Median Avg Winning Trade [%],3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Avg Losing Trade [%],3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Avg Losing Trade [%],3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Avg Losing Trade [%],3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Avg Losing Trade [%],3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Profit Factor,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Profit Factor,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Profit Factor,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Profit Factor,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Expectancy,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Expectancy,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Expectancy,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Expectancy,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Sharpe Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Sharpe Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Sharpe Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Sharpe Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Calmar Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Calmar Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Calmar Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Calmar Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Omega Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Omega Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Omega Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Omega Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Sortino Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Sortino Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Sortino Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Median Sortino Ratio,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95 days 00:00:00,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Most Max Drawdown Duration,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Least Max Drawdown Duration,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
Mean Max Drawdown Duration,3,4,13,GEV,MACD,true,false,1,39,0.5830009627273609,55.26315789473685,1.3249842774578646,0.3875670356868006,1.3243810115688746,-0.9444260798416741,0 days 23:59:59.999999999,0.0863013698630137,2.6940789473684212,5.319078947368421,1.0441361915377951,0,304,305 days 00:00:00,1000.0,1135.643874596742,13.564387459674206,244.07829105865332,100.0,82.3650466333831,12.097509002144733,95,38,-1.1356438745965534,7.052698434404374,-7.638891177279195,2.540419836828328,-2.271839365723322,1 days 00:00:00,1 days 00:00:00,3.5994610124036477,0.8151270455732583,1.3591187236777345,1.3584611733671577,1.0329535520597652,22.073936838246205,3.6225631289790883,0.37499999999999994,-0.0019034999377531589,,,0.0004797194577047377,0.1208893033415939,0.13564387459674188,0.11081747926095464,0.17848788097859206,39,0,440.3174603174603,,
