Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Mean Avg Winning Trade [%],MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Avg Winning Trade [%],MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Avg Losing Trade [%],MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Avg Losing Trade [%],MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Avg Losing Trade [%],MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Avg Losing Trade [%],MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Profit Factor,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Profit Factor,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Profit Factor,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Profit Factor,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Expectancy,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Expectancy,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Expectancy,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Expectancy,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Sharpe Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Sharpe Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Sharpe Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Sharpe Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Calmar Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Calmar Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Calmar Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Calmar Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Omega Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Omega Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Omega Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Omega Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Sortino Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Least Sortino Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Mean Sortino Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Median Sortino Ratio,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
Most Max Drawdown Duration,MMC,SMA,17,45,0,true,false,1,166,0.8854781633557379,46.666666666666664,1.2961256237730543,1.370435312162213,0.42084067078037546,-0.9581689421070771,47 days 10:37:05.454545454,0.00864257705934133,0.26447158789166225,0.5273499734466277,0.36244120311034633,0,13181,13182 days 00:00:00,1000.0,4301.2358088841775,330.1235808884178,7891.829600232735,100.0,816.2893171381523,72.37620639676953,6013 days 00:00:00,165,-4.301235808883575,53.618176685680076,-36.04466364573472,8.507024966930794,-4.874080635760294,70 days 07:10:07.792207793,27 days 10:38:10.909090909,20.033557846624646,0.29796907856532073,0.056956510079160444,1.060209806430998,-0.8970551237210059,30.838384540328935,1.0452694803487284,1.0142932768660666,-0.01646075986632041,0.00017206334053748314,0.04335996181544575,3.3012358088841545,0.028282365818936395,0.17513133367361988,7829,330,19091.527777777777,,
